Cinsiyet;Yaþ;Toplu_tasima_araci;Toplu_tasima_haftalik;Egitim_durumu;Arac_durum;Aylik_gelir;Isýnma_turu;Arac_km_yillik;Arac_yakit_tipi;Yillik_ortalama_yakýt_TL;Bolge;Sehir;Hane_kisi;Yillik_ortalama_elk;"PV_sistem
";Yillik_ortalama_dogalgaz;"
Enerji_sinifi_kontorl";Tekstil_alisveris;Zararlý_ürün;Atik_donusum;PC_yenileme;;Birim_Dogalgaz;Birim_Elk_Ev;Birim_Benzin;Birim_Mazot;Birim_LPG;Birim_Arac_Sarj;Toplu_tasima_kisi;Toplu_tasima_km;Yillik_yakit_miktar;Yillik_lpg_miktar;Yillik_dogalgaz_miktar;Yillik_elk_miktar;Emisyon_elektrik;Emisyon_dogalgaz;Emisyon_benzin;Emisyon_mazot;Emisyon_lpg;Emisyon_toplutasima;Emisyon_kömür;Emisyon_Toplam
Kadýn;25-34;5;1;3;1;30.000 TL-50.000 TL;Doðalgaz;7200;Benzin+LPG;9000;Ýç Anadolu;Ankara;2-3 kiþi;1200;Hayýr;13200;Evet;1-2 kez;Evet;Hayýr;5 yýl ve üstü;;8,17;1,5;45,75;44,24;21;9;50;10000;98,36;214,29;1615,67;0;0,00;3,17;0,23934657;0;173,5714286;0;0;176,98
Kadýn;25-34;4;0;4;0;80.000 TL+;Doðalgaz;0;Þahsi aracým yok;0;Ýç Anadolu;Ankara ;2-3 kiþi;3600;Hayýr;16200;Evet;1-2 kez;Evet;Hayýr;5 yýl ve üstü;;8,17;1,5;45,75;44,24;21;9;50;10000;0;0;1982,86;2400;1,11;3,89;0;0;0;0,00314925;0;5,00
Kadýn;18-24;1;5;2;0;17.000 TL-30.000 TL;Doðalgaz;0;Þahsi aracým yok;0;Ýç Anadolu;Ankara;4-6 kiþi;3600;Hayýr;10800;Evet;1-2 kez;Evet;Hayýr;4 yýlda bir;;8,17;1,5;45,75;44,24;21;9;50;10000;0;0;1321,91;2400;1,11;2,60;0;0;0;0,00314925;0;3,70
Kadýn;18-24;1;1;2;0;30.000 TL-50.000 TL;Doðalgaz;0;Þahsi aracým yok;0;Ýç Anadolu;Ankara;2-3 kiþi;0;Hayýr;0;Evet;1-2 kez;Evet;Hayýr;5 yýl ve üstü;;8,17;1,5;45,75;44,24;21;9;50;10000;0;0;0,00;0;0,00;0,00;0;0;0;0,00314925;0;0,00
Kadýn;35-44;1;1;4;0;80.000 TL+;Doðalgaz;0;Þahsi aracým yok;0;Ýç Anadolu;Ankara;2-3 kiþi;3600;Hayýr;19200;Evet;3-4 kez;Evet;Hayýr;5 yýl ve üstü;;8,17;1,5;45,75;44,24;21;9;50;10000;0;0;2350,06;2400;1,11;4,61;0;0;0;0,00314925;0;5,72
Kadýn;35-44;5;0;3;1;50.000 TL-80.000 TL;Doðalgaz;1200;Benzin;42000;Ýç Anadolu;Ankara ;2-3 kiþi;3600;Evet;19200;Evet;3-4 kez;Evet;Hayýr;2 yýlda bir;;8,17;1,5;45,75;44,24;21;9;50;10000;918,0327869;0;2350,06;;0,00;4,61;2,233901325;0;0;0;0;6,85
Kadýn;25-34;2;3;4;0;50.000 TL-80.000 TL;Doðalgaz;0;Þahsi aracým yok;0;Ýç Anadolu;Ankara;4-6 kiþi;0;Hayýr;0;Evet;1-2 kez;Evet;Hayýr;5 yýl ve üstü;;8,17;1,5;45,75;44,24;21;9;50;10000;0;0;0,00;0;0,00;0,00;0;0;0;0,00314925;0;0,00
Kadýn;18-24;2;5;4;0;50.000 TL-80.000 TL;Doðalgaz;0;Þahsi aracým yok;0;Ýç Anadolu;Ankara;4-6 kiþi;0;Hayýr;0;Hayýr;1-2 kez;Evet;Evet;5 yýl ve üstü;;8,17;1,5;45,75;44,24;21;9;50;10000;0;0;0,00;0;0,00;0,00;0;0;0;0,00314925;0;0,00
Kadýn;25-34;1;5;2;0;10.000 TL-17.000 TL;Doðalgaz;0;Þahsi aracým yok;0;Ege;Manisa;4-6 kiþi;1200;Hayýr;16200;Evet;1-2 kez;Hayýr;Hayýr;5 yýl ve üstü;;8,17;1,5;45,75;44,24;21;9;50;10000;0;0;1982,86;800;0,37;3,89;0;0;0;0,00314925;0;4,26
Kadýn;25-34;3;3;4;0;17.000 TL-30.000 TL;Doðalgaz;0;Þahsi aracým yok;0;Ýç Anadolu;Ankara;4-6 kiþi;6000;Hayýr;13200;Hayýr;3-4 kez;Hayýr;Hayýr;5 yýl ve üstü;;8,17;1,5;45,75;44,24;21;9;50;10000;0;0;1615,67;4000;1,84;3,17;0;0;0;0,00314925;0;5,02
Kadýn;35-44;2;1;2;1;30.000 TL-50.000 TL;Doðalgaz;1200;Benzin;30000;Marmara;Bursa;4-6 kiþi;6000;Hayýr;10800;Evet;1-2 kez;Hayýr;Evet;5 yýl ve üstü;;8,17;1,5;45,75;44,24;21;9;50;10000;655,7377049;0;1321,91;4000;1,84;2,60;1,595643803;0;0;0,00314925;0;6,04
Kadýn;18-24;1;4;4;0;17.000 TL-30.000 TL;Doðalgaz;0;Þahsi aracým yok;0;Karadeniz;Tokat;4-6 kiþi;6000;Hayýr;6000;Evet;1-2 kez;Evet;Evet;4 yýlda bir;;8,17;1,5;45,75;44,24;21;9;50;10000;0;0;734,39;4000;1,84;1,44;0;0;0;0,00314925;0;3,29
Kadýn;45-54;1;2;1;0;17.000 TL-30.000 TL;Doðalgaz;0;Þahsi aracým yok;0;Marmara;Bursa;2-3 kiþi;3600;Hayýr;13200;Evet;1-2 kez;Hayýr;Evet;2 yýlda bir;;8,17;1,5;45,75;44,24;21;9;50;10000;0;0;1615,67;2400;1,11;3,17;0;0;0;0,00314925;0;4,28
Kadýn;18-24;2;4;2;0;10.000 TL-17.000 TL;Doðalgaz;0;Þahsi aracým yok;0;Marmara;Ýstanbul;4-6 kiþi;3600;Hayýr;2400;Hayýr;3-4 kez;Evet;Hayýr;5 yýl ve üstü;;8,17;1,5;45,75;44,24;21;9;50;10000;0;0;293,76;2400;1,11;0,58;0;0;0;0,00314925;0;1,69
Kadýn;35-44;2;1;4;0;30.000 TL-50.000 TL;Doðalgaz;0;Þahsi aracým yok;0;Marmara;Ýstanbul;Yalnýz yaþýyorum.;1200;Hayýr;2400;Evet;1-2 kez;Evet;Evet;5 yýl ve üstü;;8,17;1,5;45,75;44,24;21;9;50;10000;0;0;293,76;800;0,37;0,58;0;0;0;0,00314925;0;0,95
Erkek;35-44;5;0;4;1;80.000 TL+;Doðalgaz;1200;Benzin;42000;Ýç Anadolu;Ankara;4-6 kiþi;8400;Hayýr;19200;Evet;3-4 kez;Evet;Evet;4 yýlda bir;;8,17;1,5;45,75;44,24;21;9;50;10000;918,0327869;0;2350,06;0;0,00;4,61;2,233901325;0;0;0;0;6,85
Kadýn;35-44;5;0;4;1;80.000 TL+;Doðalgaz;1200;Hibrit;42000;Ýç Anadolu;Ankara;2-3 kiþi;3600;Hayýr;19200;Evet;5-6 kez;Hayýr;Evet;5 yýl ve üstü;;8,17;1,5;45,75;44,24;21;9;50;10000;918,03;0;2350,06;1400,00;0,65;4,61;2,233901325;0,057822295;0;0;0;7,55
Erkek;35-44;3;3;3;0;17.000 TL-30.000 TL;Doðalgaz;1200;Benzin+LPG;9000;Ýç Anadolu;Ankara;7-10 kiþi;3600;Hayýr;16200;Evet;3-4 kez;Evet;Hayýr;5 yýl ve üstü;;8,17;1,5;45,75;44,24;21;9;50;10000;98,36;214,29;1982,86;2400;1,11;3,89;0,23934657;0;173,5714286;0,00314925;0;178,81
Kadýn;25-34;3;1;4;0;30.000 TL-50.000 TL;Doðalgaz;0;Þahsi aracým yok;0;Marmara;Ýstanbul;2-3 kiþi;3600;Hayýr;6000;Hayýr;1-2 kez;Evet;Evet;4 yýlda bir;;8,17;1,5;45,75;44,24;21;9;50;10000;0;0;734,39;2400;1,11;1,44;0;0;0;0,00314925;0;2,55
Erkek;25-34;5;5;3;1;30.000 TL-50.000 TL;Doðalgaz;7200;Benzin+LPG;30000;Ýç Anadolu;Ankara;2-3 kiþi;3600;Hayýr;19200;Evet;1-2 kez;Evet;Hayýr;2 yýlda bir;;8,17;1,5;45,75;44,24;21;9;50;10000;327,87;714,29;2350,06;0;0,00;4,61;0,797821902;0;578,5714286;0;0;583,98
Kadýn;25-34;1;1;4;0;30.000 TL-50.000 TL;Doðalgaz;0;Þahsi aracým yok;0;Ýç Anadolu;Ankara;2-3 kiþi;0;Hayýr;0;Hayýr;3-4 kez;Evet;Hayýr;5 yýl ve üstü;;8,17;1,5;45,75;44,24;21;9;50;10000;0;0;0,00;0;0,00;0,00;0;0;0;0,00314925;0;0,00
Erkek;25-34;1;5;4;1;50.000 TL-80.000 TL;Doðalgaz;1200;Dizel;18000;Ýç Anadolu;Ankara;2-3 kiþi;3600;Hayýr;6000;Hayýr;Hiç;Evet;Hayýr;5 yýl ve üstü;;8,17;1,5;45,75;44,24;21;9;50;10000;406,87;0;734,39;2400;1,11;1,44;0;0,025626808;0;0,00314925;0;2,58
Erkek;25-34;1;5;4;1;30.000 TL-50.000 TL;Doðalgaz;3600;Benzin+LPG;30000;Ýç Anadolu;Ankara;4-6 kiþi;6000;Hayýr;16200;Hayýr;1-2 kez;Evet;Hayýr;5 yýl ve üstü;;8,17;1,5;45,75;44,24;21;9;50;10000;327,87;714,29;1982,86;4000;1,84;3,89;0,797821902;0;578,5714286;0,00314925;0;585,11
Erkek;18-24;2;1;3;0;10.000 TL-17.000 TL;Doðalgaz;0;Þahsi aracým yok;0;Akdeniz;Adana;4-6 kiþi;8400;Hayýr;8400;Hayýr;1-2 kez;Evet;Hayýr;5 yýl ve üstü;;8,17;1,5;45,75;44,24;21;9;50;10000;0;0;1028,15;5600;2,58;2,02;0;0;0;0,00314925;0;4,60
Erkek;35-44;5;1;5;1;50.000 TL-80.000 TL;Doðalgaz;7200;Benzin;30000;Ýç Anadolu;Ankara;2-3 kiþi;3600;Hayýr;19200;Evet;1-2 kez;Evet;Hayýr;4 yýlda bir;;8,17;1,5;45,75;44,24;21;9;50;10000;655,7377049;0;2350,06;0;0,00;4,61;1,595643803;0;0;0;0;6,21
Erkek;25-34;2;1;4;1;80.000 TL+;Doðalgaz;3600;Benzin;9000;Marmara;Bursa;2-3 kiþi;3600;Hayýr;6000;Evet;1-2 kez;Evet;Hayýr;5 yýl ve üstü;;8,17;1,5;45,75;44,24;21;9;50;10000;196,7213115;0;734,39;2400;1,11;1,44;0,478693141;0;0;0,00314925;0;3,03
Erkek;25-34;3;2;4;0;50.000 TL-80.000 TL;Doðalgaz;3600;Benzin;30000;Ýç Anadolu;Ankara;4-6 kiþi;0;Hayýr;0;Hayýr;Hiç;Evet;Evet;4 yýlda bir;;8,17;1,5;45,75;44,24;21;9;50;10000;655,7377049;0;0,00;0;0,00;0,00;1,595643803;0;0;0,00314925;0;1,60
Kadýn;25-34;2;1;4;1;30.000 TL-50.000 TL;Doðalgaz;3600;Elektrik;9000;Ýç Anadolu;Ankara;4-6 kiþi;8400;Hayýr;8400;Evet;3-4 kez;Evet;Evet;5 yýl ve üstü;;8,17;1,5;45,75;44,24;21;9;50;10000;0;0;1028,15;5600;2,58;2,02;0;0;0;0,00314925;0;4,60
Erkek;25-34;3;2;4;1;50.000 TL-80.000 TL;Doðalgaz;1200;Benzin;42000;Ýç Anadolu;Ankara;2-3 kiþi;3600;Hayýr;6000;Evet;1-2 kez;Evet;Hayýr;4 yýlda bir;;8,17;1,5;45,75;44,24;21;9;50;10000;918,0327869;0;734,39;2400;1,11;1,44;2,233901325;0;0;0,00314925;0;4,78
Erkek;35-44;5;0;4;1;30.000 TL-50.000 TL;Doðalgaz;1200;Benzin;18000;Ýç Anadolu;Ankara;4-6 kiþi;1200;Hayýr;8400;Evet;1-2 kez;Evet;Hayýr;5 yýl ve üstü;;8,17;1,5;45,75;44,24;21;9;50;10000;393,442623;0;1028,15;0;0,00;2,02;0,957386282;0;0;0;0;2,98
Erkek;35-44;3;1;4;1;50.000 TL-80.000 TL;Doðalgaz;1200;Dizel;42000;Ýç Anadolu;Ankara;2-3 kiþi;6000;Hayýr;13200;Evet;1-2 kez;Evet;Hayýr;4 yýlda bir;;8,17;1,5;45,75;44,24;21;9;50;10000;949,37;0;1615,67;4000;1,84;3,17;0;0,059795886;0;0,00314925;0;5,08
Kadýn;25-34;1;1;4;0;50.000 TL-80.000 TL;Doðalgaz;0;Þahsi aracým yok;0;Marmara;Ýstanbul;4-6 kiþi;3600;Hayýr;6000;Evet;3-4 kez;Evet;Evet;5 yýl ve üstü;;8,17;1,5;45,75;44,24;21;9;50;10000;0;0;734,39;2400;1,11;1,44;0;0;0;0,00314925;0;2,55
Erkek;25-34;2;5;4;0;80.000 TL+;Doðalgaz;0;Þahsi aracým yok;0;Ýç Anadolu;Ankara;2-3 kiþi;0;Hayýr;0;Hayýr;3-4 kez;Evet;Hayýr;5 yýl ve üstü;;8,17;1,5;45,75;44,24;21;9;50;10000;0;0;0,00;0;0,00;0,00;0;0;0;0,00314925;0;0,00
Erkek;35-44;5;0;4;1;80.000 TL+;Doðalgaz;1200;Dizel;42000;Karadeniz;Samsun;2-3 kiþi;1200;Hayýr;10800;Evet;1-2 kez;Evet;Hayýr;4 yýlda bir;;8,17;1,5;45,75;44,24;21;9;50;10000;949,37;0;1321,91;0;0,00;2,60;0;0,059795886;0;0;0;2,65
Erkek;25-34;5;0;4;1;30.000 TL-50.000 TL;Doðalgaz;7200;Benzin+LPG;18000;Ýç Anadolu;Ankara ;2-3 kiþi;3600;Hayýr;6000;Hayýr;Hiç;Evet;Hayýr;4 yýlda bir;;8,17;1,5;45,75;44,24;21;9;50;10000;196,72;428,57;734,39;0;0,00;1,44;0,478693141;0;347,1428571;0;0;349,06
Kadýn;18-24;1;3;4;0;80.000 TL+;Doðalgaz;0;Þahsi aracým yok;0;Marmara;Yalova;4-6 kiþi;3600;Hayýr;2400;Evet;1-2 kez;Evet;Hayýr;4 yýlda bir;;8,17;1,5;45,75;44,24;21;9;50;10000;0;0;293,76;2400;1,11;0,58;0;0;0;0,00314925;0;1,69
Erkek;25-34;2;4;4;1;80.000 TL+;Diðer (LPG, Odun, Kömür vb.);7200;Benzin;30000;Karadeniz;Trabzon;4-6 kiþi;3600;Evet;0;Evet;Hiç;Evet;Evet;5 yýl ve üstü;;8,17;1,5;45,75;44,24;21;9;50;10000;655,7377049;0;0,00;2400;1,11;0,00;1,595643803;0;0;0,00314925;0;2,70
Erkek;25-34;5;0;4;1;17.000 TL-30.000 TL;Doðalgaz;3600;Benzin;9000;Ýç Anadolu;Sivas;4-6 kiþi;3600;Hayýr;6000;Hayýr;1-2 kez;Evet;Evet;4 yýlda bir;;8,17;1,5;45,75;44,24;21;9;50;10000;196,7213115;0;734,39;0;0,00;1,44;0,478693141;0;0;0;0;1,92
Erkek;25-34;2;3;4;0;80.000 TL+;Doðalgaz;0;Þahsi aracým yok;0;Marmara;Ýstanbul;Yalnýz yaþýyorum.;1200;Hayýr;8400;Hayýr;1-2 kez;Evet;Hayýr;2 yýlda bir;;8,17;1,5;45,75;44,24;21;9;50;10000;0;0;1028,15;800;0,37;2,02;0;0;0;0,00314925;0;2,39
Erkek;25-34;5;0;4;1;50.000 TL-80.000 TL;Doðalgaz;1200;Dizel;42000;Marmara;Ýstanbul;2-3 kiþi;3600;Hayýr;6000;Evet;1-2 kez;Evet;Hayýr;5 yýl ve üstü;;8,17;1,5;45,75;44,24;21;9;50;10000;949,37;0;734,39;0;0,00;1,44;0;0,059795886;0;0;0;1,50
Kadýn;55-64;5;0;2;1;30.000 TL-50.000 TL;Doðalgaz;3600;Benzin;18000;Karadeniz;Samsun;4-6 kiþi;3600;Hayýr;8400;Evet;1-2 kez;Evet;Hayýr;5 yýl ve üstü;;8,17;1,5;45,75;44,24;21;9;50;10000;393,442623;0;1028,15;0;0,00;2,02;0,957386282;0;0;0;0;2,98
Kadýn;25-34;2;1;4;0;50.000 TL-80.000 TL;Doðalgaz;0;Þahsi aracým yok;0;Ýç Anadolu;Eskiþehir;Yalnýz yaþýyorum.;1200;Hayýr;2400;Hayýr;1-2 kez;Evet;Hayýr;4 yýlda bir;;8,17;1,5;45,75;44,24;21;9;50;10000;0;0;293,76;800;0,37;0,58;0;0;0;0,00314925;0;0,95
Erkek;25-34;2;1;5;0;50.000 TL-80.000 TL;Doðalgaz;0;Þahsi aracým yok;0;Ýç Anadolu;Eskiþehir ;Yalnýz yaþýyorum.;1200;Hayýr;8400;Evet;1-2 kez;Hayýr;Evet;4 yýlda bir;;8,17;1,5;45,75;44,24;21;9;50;10000;0;0;1028,15;800;0,37;2,02;0;0;0;0,00314925;0;2,39
Kadýn;35-44;1;0;4;1;80.000 TL+;Doðalgaz;1200;Benzin+LPG;9000;Karadeniz;Samsun;2-3 kiþi;3600;Hayýr;10800;Evet;3-4 kez;Evet;Hayýr;5 yýl ve üstü;;8,17;1,5;45,75;44,24;21;9;50;10000;98,36;214,29;1321,91;2400;1,11;2,60;0,23934657;0;173,5714286;0,00314925;0;177,52
Erkek;18-24;1;1;4;0;50.000 TL-80.000 TL;Doðalgaz;3600;Benzin;18000;Ýç Anadolu;Eskiþehir;Yalnýz yaþýyorum.;1200;Hayýr;6000;Hayýr;3-4 kez;Hayýr;Hayýr;4 yýlda bir;;8,17;1,5;45,75;44,24;21;9;50;10000;393,442623;0;734,39;800;0,37;1,44;0,957386282;0;0;0,00314925;0;2,77
Erkek;25-34;4;2;5;1;50.000 TL-80.000 TL;Doðalgaz;1200;Benzin;3000;Ýç Anadolu;Eskiþehir;2-3 kiþi;1200;Hayýr;2400;Evet;Hiç;Evet;Evet;5 yýl ve üstü;;8,17;1,5;45,75;44,24;21;9;50;10000;65,57377049;0;293,76;800;0,37;0,58;0,15956438;0;0;0,00314925;0;1,11
Kadýn;25-34;2;2;4;0;80.000 TL+;Doðalgaz;0;Þahsi aracým yok;0;Ýç Anadolu;Eskiþehir;2-3 kiþi;3600;Hayýr;16200;Evet;3-4 kez;Evet;Evet;4 yýlda bir;;8,17;1,5;45,75;44,24;21;9;50;10000;0;0;1982,86;2400;1,11;3,89;0;0;0;0,00314925;0;5,00
Kadýn;55-64;5;0;2;1;17.000 TL-30.000 TL;Doðalgaz;1200;Benzin+LPG;18000;Karadeniz;Samsun;4-6 kiþi;8400;Hayýr;19200;Evet;1-2 kez;Evet;Hayýr;5 yýl ve üstü;;8,17;1,5;45,75;44,24;21;9;50;10000;196,72;428,57;2350,06;0;0,00;4,61;0,478693141;0;347,1428571;0;0;352,24
Kadýn;25-34;1;3;5;0;17.000 TL-30.000 TL;Doðalgaz;0;Þahsi aracým yok;0;Ýç Anadolu;Eskiþehir;Yalnýz yaþýyorum.;1200;Hayýr;2400;Evet;1-2 kez;Evet;Hayýr;4 yýlda bir;;8,17;1,5;45,75;44,24;21;9;50;10000;0;0;293,76;800;0,37;0,58;0;0;0;0,00314925;0;0,95
Erkek;25-34;1;1;4;0;50.000 TL-80.000 TL;Doðalgaz;0;Þahsi aracým yok;0;Ýç Anadolu;Eskiþehir ;Yalnýz yaþýyorum.;1200;Hayýr;6000;Hayýr;Hiç;Evet;Hayýr;5 yýl ve üstü;;8,17;1,5;45,75;44,24;21;9;50;10000;0;0;734,39;800;0,37;1,44;0;0;0;0,00314925;0;1,81
Kadýn;18-24;1;2;2;0;<10.000 TL;Elektrik;0;Þahsi aracým yok;0;Akdeniz;Osmaniye ;4-6 kiþi;8400;Hayýr;0;Evet;3-4 kez;Evet;Hayýr;5 yýl ve üstü;;8,17;1,5;45,75;44,24;21;9;50;10000;0;0;0,00;5600;2,58;0,00;0;0;0;0,00314925;0;2,58
Kadýn;18-24;1;5;2;0;<10.000 TL;Elektrik;0;Þahsi aracým yok;0;Akdeniz;Osmaniye ;2-3 kiþi;1200;Evet;0;Evet;1-2 kez;Evet;Evet;2 yýlda bir;;8,17;1,5;45,75;44,24;21;9;50;10000;0;0;0,00;800;0,37;0,00;0;0;0;0,00314925;0;0,37
Kadýn;25-34;2;1;2;1;10.000 TL-17.000 TL;Diðer (LPG, Odun, Kömür vb.);1200;Benzin+LPG;42000;Akdeniz;Osmaniye ;4-6 kiþi;8400;Evet;2400;Evet;1-2 kez;Evet;Hayýr;5 yýl ve üstü;;8,17;1,5;45,75;44,24;21;9;50;10000;459,02;1000,00;293,76;5600;2,58;0,58;1,116950662;0;810;0,00314925;0;814,28
Kadýn;18-24;5;0;2;1;17.000 TL-30.000 TL;Doðalgaz;7200;Benzin;30000;Akdeniz;Osmaniye ;4-6 kiþi;3600;Hayýr;6000;Hayýr;3-4 kez;Evet;Evet;2 yýlda bir;;8,17;1,5;45,75;44,24;21;9;50;10000;655,7377049;0;734,39;0;0,00;1,44;1,595643803;0;0;0;0;3,04
Erkek;18-24;5;0;2;0;30.000 TL-50.000 TL;Elektrik;1200;Benzin;9000;Akdeniz;Osmaniye ;4-6 kiþi;8400;Hayýr;0;Evet;1-2 kez;Evet;Hayýr;4 yýlda bir;;8,17;1,5;45,75;44,24;21;9;50;10000;196,7213115;0;0,00;0;0,00;0,00;0,478693141;0;0;0;0;0,48
Erkek;25-34;1;0;2;0;80.000 TL+;Doðalgaz;0;Þahsi aracým yok;0;Marmara;Kocaeli ;4-6 kiþi;6000;Hayýr;10800;Hayýr;1-2 kez;Evet;Hayýr;4 yýlda bir;;8,17;1,5;45,75;44,24;21;9;50;10000;0;0;1321,91;4000;1,84;2,60;0;0;0;0,00314925;0;4,44
Erkek;18-24;5;0;2;0;17.000 TL-30.000 TL;Diðer (LPG, Odun, Kömür vb.);3600;Dizel;18000;Akdeniz;Osmaniye ;10+;8400;Hayýr;0;Evet;1-2 kez;Hayýr;Hayýr;4 yýlda bir;;8,17;1,5;45,75;44,24;21;9;50;10000;406,87;0;0,00;0;0,00;0,00;0;0,025626808;0;0;0;0,03
Erkek;18-24;1;1;2;1;17.000 TL-30.000 TL;Elektrik;1200;Benzin;42000;Akdeniz;Osmaniye ;4-6 kiþi;8400;Hayýr;0;Hayýr;1-2 kez;Evet;Hayýr;2 yýlda bir;;8,17;1,5;45,75;44,24;21;9;50;10000;918,0327869;0;0,00;5600;2,58;0,00;2,233901325;0;0;0,00314925;0;4,82
Kadýn;18-24;1;0;3;0;10.000 TL-17.000 TL;Diðer (LPG, Odun, Kömür vb.);0;Þahsi aracým yok;0;Akdeniz;Osmaniye ;10+;6000;Evet;0;Evet;Hiç;Evet;Evet;5 yýl ve üstü;;8,17;1,5;45,75;44,24;21;9;50;10000;0;0;0,00;4000;1,84;0,00;0;0;0;0,00314925;0;1,85
Kadýn;25-34;1;3;2;0;30.000 TL-50.000 TL;Elektrik;1200;Benzin;30000;Akdeniz;Osmaniye ;2-3 kiþi;8400;Hayýr;0;Evet;3-4 kez;Evet;Hayýr;2 yýlda bir;;8,17;1,5;45,75;44,24;21;9;50;10000;655,7377049;0;0,00;5600;2,58;0,00;1,595643803;0;0;0,00314925;0;4,18
Erkek;25-34;5;0;3;1;30.000 TL-50.000 TL;Elektrik;3600;Benzin+LPG;3000;Akdeniz;Osmaniye ;4-6 kiþi;6000;Hayýr;0;Evet;1-2 kez;Evet;Hayýr;5 yýl ve üstü;;8,17;1,5;45,75;44,24;21;9;50;10000;32,79;71,43;0,00;0;0,00;0,00;0,07978219;0;57,85714286;0;0;57,94
Kadýn;45-54;2;1;4;0;17.000 TL-30.000 TL;Doðalgaz;0;Þahsi aracým yok;0;Ýç Anadolu;Ankara;2-3 kiþi;3600;Hayýr;8400;Evet;1-2 kez;Hayýr;Hayýr;5 yýl ve üstü;;8,17;1,5;45,75;44,24;21;9;50;10000;0;0;1028,15;2400;1,11;2,02;0;0;0;0,00314925;0;3,13
Erkek;25-34;5;0;2;1;17.000 TL-30.000 TL;Elektrik;1200;Benzin+LPG;3000;Akdeniz;Osmaniye ;2-3 kiþi;1200;Evet;0;Evet;Hiç;Hayýr;Evet;5 yýl ve üstü;;8,17;1,5;45,75;44,24;21;9;50;10000;32,79;71,43;0,00;0;0,00;0,00;0,07978219;0;57,85714286;0;0;57,94
Kadýn;25-34;1;2;2;0;10.000 TL-17.000 TL;Doðalgaz;0;Þahsi aracým yok;0;Ýç Anadolu;Ankara;2-3 kiþi;1200;Hayýr;2400;Hayýr;1-2 kez;Evet;Hayýr;5 yýl ve üstü;;8,17;1,5;45,75;44,24;21;9;50;10000;0;0;293,76;800;0,37;0,58;0;0;0;0,00314925;0;0,95
Erkek;25-34;5;0;2;1;10.000 TL-17.000 TL;Diðer (LPG, Odun, Kömür vb.);3600;Benzin;9000;Akdeniz;Osmaniye ;4-6 kiþi;6000;Hayýr;13200;Evet;Hiç;Hayýr;Hayýr;5 yýl ve üstü;;8,17;1,5;45,75;44,24;21;9;50;10000;196,7213115;0;1615,67;0;0,00;3,17;0,478693141;0;0;0;9,836065574;13,49
Kadýn;25-34;1;2;3;0;10.000 TL-17.000 TL;Diðer (LPG, Odun, Kömür vb.);0;Þahsi aracým yok;0;Akdeniz;Osmaniye ;2-3 kiþi;8400;Hayýr;13200;Hayýr;Hiç;Evet;Hayýr;5 yýl ve üstü;;8,17;1,5;45,75;44,24;21;9;50;10000;0;0;1615,67;5600;2,58;3,17;0;0;0;0,00314925;0;5,76
Erkek;18-24;1;1;2;0;17.000 TL-30.000 TL;Elektrik;0;Þahsi aracým yok;0;Akdeniz;Osmaniye ;7-10 kiþi;6000;Hayýr;0;Evet;Hiç;Hayýr;Hayýr;2 yýlda bir;;8,17;1,5;45,75;44,24;21;9;50;10000;0;0;0,00;4000;1,84;0,00;0;0;0;0,00314925;0;1,85
Erkek;25-34;5;0;4;1;30.000 TL-50.000 TL;Doðalgaz;1200;Dizel;3000;Ege;Denizli;2-3 kiþi;3600;Hayýr;16200;Evet;1-2 kez;Evet;Hayýr;5 yýl ve üstü;;8,17;1,5;45,75;44,24;21;9;50;10000;67,81;0;1982,86;0;0,00;3,89;0;0,004271135;0;0;0;3,90
Kadýn;35-44;2;0;5;1;80.000 TL+;Doðalgaz;1200;Benzin+LPG;9000;Ýç Anadolu;Ankara ;4-6 kiþi;6000;Hayýr;6000;Evet;1-2 kez;Evet;Hayýr;5 yýl ve üstü;;8,17;1,5;45,75;44,24;21;9;50;10000;98,36;214,29;734,39;4000;1,84;1,44;0,23934657;0;173,5714286;0,00314925;0;177,10
Erkek;25-34;2;1;5;1;50.000 TL-80.000 TL;Doðalgaz;1200;Benzin+LPG;18000;Ýç Anadolu;Ankara;2-3 kiþi;3600;Hayýr;8400;Evet;1-2 kez;Hayýr;Hayýr;4 yýlda bir;;8,17;1,5;45,75;44,24;21;9;50;10000;196,72;428,57;1028,15;2400;1,11;2,02;0,478693141;0;347,1428571;0,00314925;0;350,75
Erkek;18-24;5;0;2;1;50.000 TL-80.000 TL;Doðalgaz;1200;Hibrit;9000;Akdeniz;Osmaniye ;4-6 kiþi;6000;Evet;8400;Evet;1-2 kez;Hayýr;Evet;5 yýl ve üstü;;8,17;1,5;45,75;44,24;21;9;50;10000;196,72;0;1028,15;2333,33;1,08;2,02;0,478693141;0,012390492;0;0;0;3,58
Kadýn;18-24;5;0;1;1;<10.000 TL;Doðalgaz;1200;Benzin;42000;Akdeniz;Osmaniye ;2-3 kiþi;6000;Hayýr;19200;Hayýr;7-10 kez;Evet;Hayýr;5 yýl ve üstü;;8,17;1,5;45,75;44,24;21;9;50;10000;918,0327869;0;2350,06;0;0,00;4,61;2,233901325;0;0;0;0;6,85
